,ER_diffRS_z_tf,ER_diffRS_z_orig,EU_diffRS_z_tf,EU_diffRS_z_orig,PE_z_tf,PE_z_orig
01,-0.020066365538196993,0.026865298421753416,0.029352264135986586,-0.0211278003311505,0.17525689841088934,0.10316419379197445
11,0.1034361114437727,0.13193531995965904,0.005136995622730173,0.08544695958788517,0.28008215007157805,0.20544186132891426
19,0.07653654623652192,0.08311760836063774,0.05839723685584026,0.027283458950445427,0.12984180566202996,0.08946603246936066
