,ER_diffRS_z_tf,ER_diffRS_z_orig,EU_diffRS_z_tf,EU_diffRS_z_orig,PE_z_tf,PE_z_orig
01,0.019970525163907626,0.026865298421753416,0.05375853104891468,-0.0211278003311505,0.20095827653172432,0.10316419379197445
11,0.20315838533884112,0.13193531995965904,0.055801968338605554,0.08544695958788517,0.35828706857790393,0.20544186132891426
19,0.11723699667671558,0.08311760836063774,0.06003340692886138,0.027283458950445427,0.15472820717811178,0.08946603246936066
