,ER_diffRS_z_tf,ER_diffRS_z_orig,EU_diffRS_z_tf,EU_diffRS_z_orig,PE_z_tf,PE_z_orig
01,0.032110452993499856,0.026865298421753416,-0.00575070387039596,-0.0211278003311505,0.15579247125305032,0.10316419379197445
11,0.1773462351870206,0.13193531995965904,0.05354223968904659,0.08544695958788517,0.34102611406470795,0.20544186132891426
19,0.1108477663037724,0.08311760836063774,0.04872873404310345,0.027283458950445427,0.16388178609879525,0.08946603246936066
