,ER_diffRS_z_tf,ER_diffRS_z_orig,EU_diffRS_z_tf,EU_diffRS_z_orig,PE_z_tf,PE_z_orig
01,0.03746814318482179,0.026865298421753416,0.030264061259503913,-0.0211278003311505,0.16962129816395216,0.10316419379197445
11,0.1713264039475321,0.13193531995965904,0.049574866488045835,0.08544695958788517,0.35692905460401486,0.20544186132891426
19,0.11056506337737262,0.08311760836063774,0.058691245828758155,0.027283458950445427,0.16745517466144652,0.08946603246936066
