,ER_diffRS_z_tf,ER_diffRS_z_orig,EU_diffRS_z_tf,EU_diffRS_z_orig,PE_z_tf,PE_z_orig
01,0.012898421871600998,0.026865298421753416,0.02214291156840659,-0.0211278003311505,0.16147062566381,0.10316419379197445
11,0.14567202347699637,0.13193531995965904,0.027546370185861736,0.08544695958788517,0.3043282921987085,0.20544186132891426
19,0.10849499504897084,0.08311760836063774,0.04324240787662558,0.027283458950445427,0.1293399481597405,0.08946603246936066
