,ER_diffRS_z_tf,ER_diffRS_z_orig,EU_diffRS_z_tf,EU_diffRS_z_orig,PE_z_tf,PE_z_orig
01,0.024573821595468302,0.026865298421753416,-0.010247060387623725,-0.0211278003311505,0.12744062755325222,0.10316419379197445
11,0.14009007035992316,0.13193531995965904,0.032353298372759944,0.08544695958788517,0.25230454942022335,0.20544186132891426
19,0.08866231305253505,0.08311760836063774,0.03708595553937941,0.027283458950445427,0.11442723507194158,0.08946603246936066
